,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,cat_ART_AND_DESIGN,cat_AUTO_AND_VEHICLES,cat_BEAUTY,cat_BOOKS_AND_REFERENCE,cat_BUSINESS,cat_COMICS,cat_COMMUNICATION,cat_DATING,cat_EDUCATION,cat_ENTERTAINMENT,cat_EVENTS,cat_FAMILY,cat_FINANCE,cat_FOOD_AND_DRINK,cat_GAME,cat_HEALTH_AND_FITNESS,cat_HOUSE_AND_HOME,cat_LIBRARIES_AND_DEMO,cat_LIFESTYLE,cat_MAPS_AND_NAVIGATION,cat_MEDICAL,cat_NEWS_AND_MAGAZINES,cat_PARENTING,cat_PERSONALIZATION,cat_PHOTOGRAPHY,cat_PRODUCTIVITY,cat_SHOPPING,cat_SOCIAL,cat_SPORTS,cat_TOOLS,cat_TRAVEL_AND_LOCAL,cat_VIDEO_PLAYERS,cat_WEATHER
53,653,AUTO_AND_VEHICLES,3.9,129,35.0,180000.0,1,0,1,13,1532530800.0,3.0,4.1 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5411,AUTO_AND_VEHICLES,4.3,542,33.0,180000.0,1,0,1,13,1532962800.0,4.0,4.1 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,6859,AUTO_AND_VEHICLES,4.9,10479,33.0,180000.0,1,0,1,13,1531839600.0,1.7.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3812,AUTO_AND_VEHICLES,4.4,805,5.6,90000.0,1,0,1,13,1532790000.0,2.5.1,4.4 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3397,AUTO_AND_VEHICLES,4.2,129,54.0,180000.0,1,0,1,13,1532530800.0,3.0,4.1 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6021,AUTO_AND_VEHICLES,4.0,1403,0.196,180000.0,1,0,1,13,1408978800.0,1.0.1,2.2 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,5894,AUTO_AND_VEHICLES,3.9,3971,3.6,180000.0,1,0,1,13,1532876400.0,2.493,4.4 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2396,AUTO_AND_VEHICLES,4.6,534,5.7,18000.0,1,0,1,13,1530975600.0,1.9.1,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1830,AUTO_AND_VEHICLES,4.9,7774,17.0,180000.0,1,0,1,13,1530543600.0,1.7,4.2 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,7701,AUTO_AND_VEHICLES,4.3,38846,8.6,1800000.0,1,0,1,13,1532703600.0,2.20 Build 02,4.1 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3678,AUTO_AND_VEHICLES,4.6,2431,2.4,180000.0,1,0,1,13,1528729200.0,1.37,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2779,AUTO_AND_VEHICLES,4.9,6090,27.0,180000.0,1,0,1,13,1530543600.0,1.7,4.2 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2334,AUTO_AND_VEHICLES,3.9,295,2.7,18000.0,1,0,1,13,1532876400.0,0.2.1,4.4 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,7112,AUTO_AND_VEHICLES,4.0,190,2.5,90000.0,1,0,1,13,1476370800.0,1.0,2.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,7116,AUTO_AND_VEHICLES,4.2,52530,7.0,9000000.0,1,0,1,13,1531666800.0,4.47.3,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3553,AUTO_AND_VEHICLES,4.8,116986,35.0,9000000.0,1,0,1,13,1533135600.0,1.9.7,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,6146,AUTO_AND_VEHICLES,3.6,1379,16.0,900000.0,1,0,1,13,1533135600.0,2.2.21,4.2 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,669,AUTO_AND_VEHICLES,4.2,271920,16.0,18000000.0,1,0,4,13,1531234800.0,Varies with device,5.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,6860,AUTO_AND_VEHICLES,4.8,7021,17.0,900000.0,1,0,1,13,1532617200.0,1.79,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6574,AUTO_AND_VEHICLES,4.6,197,3.4,90000.0,1,0,1,13,1528902000.0,1.3,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,5722,AUTO_AND_VEHICLES,4.5,737,8.9,180000.0,1,0,1,13,1528383600.0,2.3.5.1,4.1 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,5721,AUTO_AND_VEHICLES,4.3,3574,3.9,1800000.0,1,0,2,13,1530630000.0,1.6,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1453,AUTO_AND_VEHICLES,4.5,994,2.9,180000.0,1,0,1,13,1522076400.0,1.6,4.1 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6858,AUTO_AND_VEHICLES,4.9,197136,38.0,1800000.0,1,0,1,13,1531580400.0,8.31,4.1 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5648,AUTO_AND_VEHICLES,3.9,142,32.0,90000.0,1,0,1,13,1532358000.0,1.1.5.0,6.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5541,AUTO_AND_VEHICLES,4.4,15168,37.0,1800000.0,1,0,1,13,1532617200.0,10.0.2,4.2 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6605,AUTO_AND_VEHICLES,4.0,2155,15.0,900000.0,1,0,1,13,1532876400.0,1.10.3,5.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,6464,AUTO_AND_VEHICLES,4.3,138,5.4,180000.0,1,0,1,13,1532271600.0,1.0,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,7115,AUTO_AND_VEHICLES,3.7,5414,18.0,1800000.0,1,0,1,13,1532271600.0,3.20.1,4.4 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,952,AUTO_AND_VEHICLES,4.3,348,38.0,180000.0,1,0,1,13,1532790000.0,1.0.3,2.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,5907,AUTO_AND_VEHICLES,3.2,250,1.1,180000.0,1,0,1,13,1524754800.0,1.4,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6154,AUTO_AND_VEHICLES,4.5,3617,7.9,180000.0,1,0,1,13,1526396400.0,2.8.2,4.1 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,6149,AUTO_AND_VEHICLES,3.7,4806,35.0,1800000.0,1,0,1,13,1532962800.0,4.0.3,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,7611,AUTO_AND_VEHICLES,4.6,31433,17.0,1800000.0,1,0,1,13,1533135600.0,1.40,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,7114,AUTO_AND_VEHICLES,4.6,5097,19.0,1800000.0,1,0,1,13,1532271600.0,1.5.18,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,623,AUTO_AND_VEHICLES,4.0,1754,14.0,900000.0,1,0,1,13,1527865200.0,2.3.4,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,4299,AUTO_AND_VEHICLES,4.4,2680,2.2,900000.0,1,0,1,13,1521471600.0,1.03,4.0.3 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3813,AUTO_AND_VEHICLES,4.0,1288,4.5,180000.0,1,0,1,13,1524236400.0,2.17,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4214,BEAUTY,4.7,18900,17.0,900000.0,1,0,1,14,1533135600.0,6.10.1,5.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7751,BEAUTY,4.9,49790,14.0,1800000.0,1,0,1,14,1510153200.0,2.3.0,4.1 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,5259,BEAUTY,4.7,1150,9.8,180000.0,1,0,1,14,1526310000.0,4.0,4.1 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1469,BEAUTY,3.9,1739,21.0,900000.0,1,0,1,14,1531321200.0,1.0.6,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1427,BEAUTY,4.2,2225,52.0,900000.0,1,0,1,14,1519743600.0,1.6,4.1 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4058,BEAUTY,4.6,4369,14.0,180000.0,1,0,1,14,1532444400.0,1.9,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3540,BEAUTY,4.3,8572,25.0,1800000.0,1,0,1,14,1525878000.0,1.1.0,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,6861,BEAUTY,4.7,964,9.0,90000.0,1,0,1,14,1529506800.0,4.0,4.2 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,5783,BEAUTY,4.8,104,12.0,18000.0,1,0,1,14,1529938800.0,1.3,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6623,BEAUTY,4.3,601,35.0,180000.0,1,0,1,14,1527865200.0,2.0.0,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2470,BEAUTY,4.5,36,6.7,18000.0,1,0,1,14,1532530800.0,6.0,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,6258,BEAUTY,4.1,187,30.0,90000.0,1,0,4,14,1532358000.0,3.0.1,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,7447,BEAUTY,4.3,182,5.7,180000.0,1,0,2,14,1505833200.0,8.0,3.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3403,BEAUTY,4.2,30,2.9,18000.0,1,0,1,14,1523199600.0,3.3.9,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
